text,label
"Susceptibility to invasive Haemophilus influenzae type b disease and the immunoglobulin G2m(n) allotype. There has been considerable controversy about the role of the immunoglobulin G2m(n) allotype and risk of invasive Haemophilus influenzae type b (Hib) disease. This allotype was studied in a large cohort of Finnish children (178) with invasive Hib disease. The G2m(n) allotype distribution was similar to that in the normal white Finnish population. No increased risk of Hib disease could be associated with the n-/n- genotype [i.e., lack of G2m(n) allotype]. Thus, the G2m(n) allotype does not seem to be a major determinant of susceptibility to Hib infection among white populations in industrialized countries. ",4
"Interictal spiking during wakefulness and sleep and the localization of foci in temporal lobe epilepsy. We examined variations in interictal spiking during sleep and wakefulness to assess differences in reliability for localizing epileptic foci. Forty patients were studied prospectively. Spikes were assessed for rates, field, and appearance of new foci. Final localization was determined by surgery, electrocorticography, and seizure onset. Comparison of interictal EEG foci with final localization was made. In 39 patients, slow-wave sleep activated spiking compared with wakefulness. Most patients showed maximal spiking in sleep stages 3 or 4. Restriction of field in rapid eye movement (REM) sleep and wakefulness, and extension of field in slow-wave sleep occurred. New foci appeared in non-rapid eye movement sleep in 53% of patients. Similar but not identical spiking rates, foci, and field distributions were seen in wakefulness and REM sleep. All REM foci were unilateral. Our findings suggest that localization of the primary epileptogenic area is more reliable in REM sleep than in wakefulness, and in wakefulness more than in slow-wave sleep. ",2
"Prevalence and severity of the premenstrual syndrome. Effects of foods and beverages that are sweet or high in sugar content. The objective of this study was to evaluate whether certain foods and beverages that are high in sugar content or taste sweet are related to the prevalence and severity of the premenstrual syndrome. Specifically, we sought to evaluate whether consumption of ""junk foods"", chocolate, caffeine-free cola, fruit juices or alcoholic beverages might exert an effect on the premenstrual syndrome apart from any effects of daily consumption of beverages that are high in caffeine (caffeine-containing coffee, tea and colas). The study was based on 853 responses to a questionnaire probing menstrual and premenstrual health and certain daily dietary practices; it was mailed to female university students in Oregon. An analysis of the data revealed that the consumption of chocolate, but not of other junk foods, was related to the prevalence of the premenstrual syndrome among women with more severe premenstrual symptoms. Likewise, the consumption of alcoholic beverages (all alcoholic beverages and beer only) was related to the prevalence of the premenstrual syndrome among women with more severe symptoms, as were both fruit juice and caffeine-free soda. None of the associations was substantially altered when the daily consumption of beverages high in caffeine content was controlled for. Taken together, these data suggest that the consumption of foods and beverages that are high in sugar content or taste sweet is associated with prevalence of the premenstrual syndrome. ",4
"Physicians' perspectives on cholesterol and heart disease. In early spring of 1988, questionnaires were mailed to 4,000 Midwestern physicians to survey their attitudes and practices regarding elevated serum cholesterol and their use of referrals for nutrition counseling; 633 physicians responded. Sixty-eight percent of the physicians thought that reducing high serum cholesterol levels would substantially affect heart disease; however, physicians attributed considerably less preventive value to reducing the cholesterol level than to reducing blood pressure (80.3%) or ceasing smoking (90.0%). The range of serum cholesterol for which diet therapy was most frequently initiated was 5.70 to 6.20 mmol/L. The most frequent range for initiation of drug therapy was 7.80 to 8.25 mmol/L. The physicians reported that although their medical school training did not prepare them adequately for providing diet counseling, they did feel prepared to provide, and were successful in, counseling on diet modifications for reducing serum cholesterol. Few (10%) of the total sample reported having registered dietitians available for dietary counseling, and most (88.8%) believed that it is the physician's responsibility to provide such counseling. Although the low response rate limits the conclusions of the survey, it is likely that those physicians most interested in the topic responded. We conclude that registered dietitians should explore the need for their special services further. More aggressive marketing of dietetic services could benefit both physicians and patients in the campaign to reduce serum cholesterol. ",3
"Plasma therapy for severe hemolytic-uremic syndrome in children in Atlantic Canada. Clinical reports have suggested that therapy with fresh frozen plasma is a useful adjunct in the management of the hemolytic-uremic syndrome (HUS). We reviewed the charts of 36 children with severe HUS who were treated at the Izaac Walton Killam Hospital for Children, Halifax, over 10 years to assess the effectiveness of plasma therapy. All children who required specific supportive therapy for renal dysfunction, hemolysis or serious extrarenal complications were included. We compared the outcome of 18 children who received plasma therapy from 1982 to 1987 with that of 18 children who did not. The two groups were similar with regard to the severity of HUS, the length of hospital stay, the duration of renal dysfunction and the incidence of disease-related complications, such as seizures, enterocolitis and cardiomyopathy. At discharge the prevalence of hypertension was higher in the plasma therapy group than in the control group. Plasma therapy did not demonstrate any benefit that would outweigh the risk of fluid overload, hyperproteinemia and transmission of viral infection. ",3
"Reevaluation of manometric criteria for vigorous achalasia. Is this a distinct clinical disorder? Clinical and manometric data from 97 consecutive patients with idiopathic achalasia were analyzed to see if a distinct subset with vigorous achalasia could be identified. Statistical analyses failed to detect a unique group of subjects based on the distribution of contraction wave amplitudes alone. Because of this, patients falling above the 95th percentile (N = 4, mean wave amplitude greater than 100 mm Hg for each) were compared with those having mean amplitudes above the conventional threshold for the diagnosis of vigorous achalasia (mean amplitude 60-100 mm Hg, N = 4), and with the remainder (N = 89, mean amplitude less than 60 mm Hg). Subjects with mean amplitudes less than 60 mm Hg and with mean amplitudes 60-100 mm Hg closely resembled each other in all measured clinical features, whereas subjects with mean amplitudes greater than 100 mm Hg were all male, were older (67 +/- 4 years vs 47 +/- 2 years; P less than 0.01), and appeared to have somewhat longer duration of symptoms when compared with the remainder (82 +/- 41 vs 44 +/- 10 months; P = 0.4). Chest pain and other esophageal symptoms, basal and residual lower sphincter pressures, and response to first treatment did not differ among the three groups. These data indicate that high-fidelity manometry techniques identify a rare subset of achalasia patients with mean contraction amplitudes exceeding 100 mm Hg that, although older and possibly with greater duration of symptoms, presents similarly to others with idiopathic achalasia. Outcome from conventional treatment is also similar for the ""vigorous"" and ""nonvigorous"" patients, making the distinction of questionable value. ",1
"Characterization of liver-associated natural killer cells in patients with liver tumors. The existence of a marginal lymphocyte population in rat liver sinusoids has already been demonstrated using the sinusoidal lavage method. We used the same technique to study the lymphocyte population in human liver obtained ex vivo after partial hepatectomy for benign or malignant tumors and compared it with peripheral and portal blood lymphocyte populations. Percentages of lymphocyte surface phenotypes were evaluated by flow cytometry. The lymphocyte population obtained from human liver is mainly made up of CD56+ (35%) cells. This percentage is three times greater than that found in peripheral and portal blood. Two-color flow cytometry analysis showed that within the CD56+ liver cell population, at least three distinct subsets could be found: (a) CD3+/CD56+/CD16-; (b) CD3-/CD56+/CD16-; and (c) CD3-/CD56+/CD16+. Although these subsets were also present in peripheral and portal blood, the percentage distribution was completely different because most CD56+ cells in peripheral and portal blood belonged to the CD3-/CD56+/CD16+ subset. These results show the existence of a heterogeneous natural killer cell population in human livers with tumors. The functional significance of this heterogeneity still needs to be explained. ",0
"Cerebrospinal norepinephrine concentrations and the duration of epidural analgesia This study was performed to determine whether the addition of norepinephrine to local anaesthetics prolongs epidural analgesia in man. In addition, cerebrospinal fluid norepinephrine (NE) concentrations were measured. In the first part of the study, epidural catheters were inserted in 14 patients before herniotomy. Mepivacaine, 1.5 per cent (0.35 ml.kg-1), was administered and norepinephrine (5 micrograms.ml-1) was added in seven patients. The duration of anaesthesia was prolonged from 54 +/- 11 min to 83 +/- 12 min (P less than 0.05) and CSF NE concentrations increased from 68 +/- 12 pg.ml-1 to 336 +/- 85 pg.ml-1 in the NE group (P less than 0.01). In the second part, eight patients with herpetic neuralgia received epidural analgesia at the fourth to eighth thoracic interspace, using bupivacaine 0.25 per cent, with and without NE. The CSF NE concentrations in this group were greater than in the surgical patients before operation and increased from 254 +/- 58 to 406 +/- 58 pg.ml-1 30 min after administration of bupivacaine with NE. The duration of pain relief was prolonged with NE. These results suggest that adding NE to local anaesthetics prolongs epidural analgesia. Moreover, NE concentrations in surgical patients increased to levels similar to those found in patients suffering from herpetic analgesia. This suggests that the increase of CSF NE in chronic pain states has an antinociceptive effect. ",4
"Transplant coronary artery disease: histopathologic correlations with angiographic morphology. Accelerated coronary artery disease is a major cause of morbidity and mortality among cardiac transplant recipients. Ten patients who died or underwent retransplantation within 2 months of coronary angiography had direct correlation of angiographic (normal discrete lesions, diffuse concentric narrowing) with histologic appearance of coronary arteries. Of the 26 angiographically normal segments, 73% showed mild to moderate fibrous intimal thickening by light microscopy. The remainder had intermediate lesions or atheromatous plaques. Discrete stenoses usually corresponded to lipid-rich intermediate or atheromatous disease. In contrast, angiographically diffuse, concentrically narrowed lesions usually were areas of severe fibrous intimal thickening. Fresh or organizing thrombus was most often associated with discrete lesions and accounted for all complete occlusions. Histologic and angiographic comparisons of the degree of luminal narrowing showed generally good correlation for high grade stenoses. Lesions graded as having less than 25% diameter narrowing were often underestimated angiographically as compared with histologic determinations. Transplant coronary artery disease has a heterogeneous histologic and angiographic appearance, with angiographic underestimation of disease in some patients. ",3
"The surgical management of children with ulcerative colitis. The old vs. the new. The authors' experience with children who have chronic ulcerative colitis was reviewed to compare their current surgical approach (ileoanal anastomosis) with earlier methods of management. Between 1960 and 1984, 137 children with chronic ulcerative colitis underwent surgery (mean duration of follow-up, 7.1 years). In 91 patients, the procedures were a total proctocolectomy with ileostomy or Kock pouch (66) or a lesser colectomy with either an ileostomy (16) or an ileorectal anastomosis (9) (group I). Forty-six patients underwent an ileoanal anastomosis procedure (group II). Children in group I were more likely to have significant preoperative loss of weight, a debilitated condition, and malnutrition. Urgent or emergency surgical intervention was required in 25 percent of patients in group I but in only 4 percent of patients in group II. Trends included 1) a younger age at operation in group II, 2) a higher mortality in group I (7.7 percent) than group II (0 percent), and 3) a higher perioperative mortality with emergency operations (23 percent) than elective procedures (1.6 percent). In group I, 98 percent of patients had an abdominal ostomy, but no patients in group II had an abdominal ostomy. The children with an ileoanal anastomosis had an average of 4.8 stools during waking hours and 1.3 stools each night. On the basis of this experience, the authors recommend use of the ileoanal anastomosis procedure in the surgical treatment of chronic ulcerative colitis in children. ",1
"Characterization of astrocytomas, meningiomas, and pituitary adenomas by phosphorus magnetic resonance spectroscopy. Phosphorus magnetic resonance (MR) spectroscopy allows noninvasive measurement of phosphate-containing compounds and pH within brain cells. The authors obtained localized phosphorus MR spectra from 10 normal brains, four low-grade astrocytomas, six glioblastomas, four meningiomas, and three pituitary adenomas and found differences in the spectra of each tumor type. Compared to normal brain, the spectra from low-grade astrocytomas showed a significant reduction of the phosphodiester (PDE) peak. Glioblastomas were characterized by a significant reduction of the PDE peak, elevation of the phosphomonoester (PME) peak, and a relatively alkaline intracellular pH. The spectra from meningiomas and pituitary adenomas were markedly different from the glial tumors. Meningiomas showed significant reductions in phosphocreatine, PDE, and inorganic phosphate, as well as a relatively alkaline pH. Pituitary adenomas resembled meningiomas, but had a much higher PME peak. Although the number of tumors studied was small, there appears to be a characteristic spectrum associated with these different tumor types. The present findings can be useful in the preoperative identification of these tumors and in furthering understanding of their growth and metabolism in vivo. ",0
"Decreased local toxicity with subcutaneous diamorphine (heroin): a preliminary report. We report the cases of 5 patients who developed severe local toxicity during the subcutaneous administration of morphine sulphate and hydromorphone hydrochloride. All patients required site changes more frequently than once every 24 h due to redness, swelling, or pain while receiving morphine or hydromorphone. All patients showed prolongation in the duration of sites of infusion once an equianalgesic dose of diamorphine hydrochloride (heroin) was started. No change in pain control or systemic toxicity was detected with diamorphine. These findings suggest that diamorphine could be a useful alternative for patients who develop severe toxicity to subcutaneous morphine or hydromorphone. ",4
"Vagal schwannoma associated with syncopal attacks and postural hypotension: a case report. A case of vagal schwannoma in the cerebellomedullary angle is reported. Preoperatively, the patient had paroxysmal episodes of postural hypotension with syncope. After total removal of the vagal tumor, her systemic blood pressure returned to normal. ",0
"Transtelephonic defibrillation. STUDY OBJECTIVES: This study was undertaken to assess the safety and reliability of a device for transtelephonic defibrillation. DESIGN: The transtelephonic system consists of a patient unit and a base station. The patient unit contains a monitor-defibrillator, electrode pads, microphone, microprocessor, and DC defibrillator. The base station comprises a control panel, computer, and ECG display. SETTING: Fifteen patients who were treated in our emergency department for cardiac arrest were placed on patient units that activated our base station in a remote location within the ED. TYPE OF PARTICIPANTS: Thirteen patients were treated for ventricular fibrillation, and two patients were treated for ventricular tachycardia. INTERVENTIONS: Thirty-one shocks were delivered transtelephonically. MEASUREMENTS AND MAIN RESULTS: In all cases, voice and ECG transmission were established without difficulty. CONCLUSIONS: We conclude that this system represents a safe and reliable method for the treatment of ventricular fibrillation, and we advocate additional use to study the prehospital applications of transtelephonic defibrillation. ",3
"Synchronous Hodgkin's disease and myelofibrosis terminating with granulocytic sarcoma and acute megakaryocytic leukemia. Our patient had stage IIIAI Hodgkin's disease with synchronous myelofibrosis and myeloid metaplasia. A slowly progressive myeloproliferative disease developed over 9 1/2 years and terminated in a painful osteolytic bone disease, spinal extradural granulocytic sarcoma and acute megakaryocytic leukemia. It is likely that this was a result of the myeloproliferative disease rather than a late complication from combination chemotherapy. Our case demonstrates the importance of a curative approach to Hodgkin's disease even in the face of a coexistent disease with a long or unknown natural history. ",2
Mucinous adenocarcinoma of the prostate with endobronchial metastasis. Endobronchial metastases can manifest clinical symptoms and x-ray findings mimicking a centrally located bronchogenic carcinoma. The authors recently encountered a case of endobronchial metastasis from a mucinous adenocarcinoma of the prostate that was originally diagnosed as a primary bronchogenic carcinoma. The correct diagnosis was made on the basis of the morphologic similarities between the primary prostatic lesion and the lung lesion and was corroborated by immunohistochemical analyses. ,0
"Role of perfusion pressure and flow in major organ dysfunction after cardiopulmonary bypass. The role of perfusion pressure and flow during cardiopulmonary bypass with moderate hypothermia and hemodilution in the development of new postoperative renal or clinically apparent cerebral dysfunction was examined in 504 adults. Cardiopulmonary bypass flow was targeted at greater than 40 mL.kg-1.min-1 and pressure at greater than 50 mm Hg. Flows and pressures less than target occurred in 21.6% and 97.1% of patients, respectively. Fifteen patients (3.0%) suffered new renal and 13 (2.6%) new central nervous system dysfunction. Low pressure or flow during cardiopulmonary bypass, expressed in absolute values or in intensity-duration units, were not predictors of either adverse outcome. Multivariate analysis identified use of postoperative intraaortic balloon counterpulsation (p less than 10(-6], excessive blood loss in the ICU (p less than 10(-4], need for vasopressors before cardiopulmonary bypass (p less than 10(-4], postoperative myocardial infarction (p less than 10(-3], emergency reoperation (p less than 0.002), excessive postoperative transfusion (p less than 0.02), and chronic renal disease (p less than 0.03) as independent predictors of postoperative renal dysfunction. Independent predictors of postoperative central nervous system dysfunction were cardiopulmonary resuscitation in the intensive care unit (p less than 10(-6], intracardiac thrombus or valve calcification (p less than 0.02), and chronic renal disease (p less than 0.03). Age greater than 65 years (40.7% of patients) did not predict either outcome. We conclude that failure of the native circulation during periods other than cardiopulmonary bypass rather than the flows and pressures considered here is the major cause of renal and clinically apparent central nervous system dysfunction after cardiac operations. ",2
"Quantitative structural analysis of peripheral airways and arteries in sudden fatal asthma. The peripheral airways and the adjacent muscular pulmonary arteries were studied by morphometric methods in the autopsy lungs of six asthmatic subjects who died suddenly during an asthma attack, and they were compared with those of six control subjects who died of other causes and had no history of respiratory diseases. Bronchioles of asthmatic subjects had an increased amount of lumen occlusion (p less than 0.01), smooth muscle thickness (p less than 0.001), and inflammatory infiltrate (p less than 0.001), and both mononuclear cells and eosinophils contributed to this increased inflammation. The muscular pulmonary arteries adjacent to occluded and inflamed bronchioles did not have the morphologic features of chronic hypoxia, as shown by the normal medial and intimal thickness, but they had an important inflammatory process in their walls that was particularly marked at sites adjacent to airways. Although the functional significance of these findings is unknown, they may be responsible in part for the gas exchange abnormalities observed in acute severe asthma. ",4
"Effects of treadmill exercise on fuel metabolism in hepatic cirrhosis. We studied whole body and regional fuel metabolism before, during, and after 90 min of treadmill exercise at 50% of maximal aerobic capacity (VO2max) in four subjects with hepatic cirrhosis and in four normal volunteers. Rates of endogenous glucose production (EGP) were measured using D-[6-3H]glucose infusions and fuel oxidation using indirect calorimetry. In the basal state, cirrhotic subjects had similar rates of EGP compared with controls. Forearm release of alanine and lactate was significantly greater in cirrhotic subjects (P less than 0.05), suggesting increased basal rates of gluconeogenesis. During exercise, EGP increased 2- to 2.5-fold in control subjects (P less than 0.01) but did not increase in cirrhotic subjects. Despite lower glucose concentrations in cirrhotic subjects, progressive hypoglycemia did not occur during exercise, probably because cirrhotic subjects demonstrated increased plasma concentrations of fat-derived substrates and derived a greater percentage of total energy requirement from fat oxidation than did controls (P less than 0.05) and because forearm muscle glucose extraction was significantly lower in cirrhotic subjects compared with controls (0.5 vs. 3.6%, respectively; P less than 0.05). During recovery, control subjects demonstrated significant increases in EGP rates compared with both the basal and exercise periods, but cirrhotic subjects showed no increase. In conclusion, cirrhotic subjects failed to demonstrate the normal increase in EGP during and after exercise. Significant hypoglycemia during exercise did not occur, possibly because of the increased availability of fat-derived fuels, which may spare the requirement for circulating glucose as an oxidative fuel for exercising muscle tissues. ",1
"Studies of salt intake in hypertension. What can epidemiology teach us? It has been suggested that small changes in population blood pressure will have a major impact upon the incidence of cardiovascular disease caused by blood pressure elevation. Early reports indicated a close correlation between intercultural differences in salt intake and blood pressure. Before such epidemiological associations can be translated into population advice, certain conditions have to be met. The association has to be validated scientifically, and persuasive evidence has to be produced that the relationship is causal and reversible by changes in salt intake. Further, risk-benefit analysis should indicate that net harm is unlikely. Finally it has to be demonstrated that the population measures being advocated will produce an adequate change in dietary salt intake. The small individual effects upon blood pressure being examined, and the prevailing changes in blood pressure and cardiovascular mortality suggest that data will always fall short of the ideal and therefore that extrapolation will always be necessary. Nevertheless, a review of the present evidence indicates the inadequacies of the available data as a basis for population advice. ",3
"Mucous cell hyperplasia in an odontogenic cyst from a patient with Muir-Torre syndrome. Mucous cell proliferation in a periapical radicular cyst from a patient with a family history of colonic malignancies and multiple sebaceous neoplasms of the skin, so-called Muir-Torre syndrome, is reported. Such goblet cell hyperplasia has not been previously reported to be associated with any known syndrome. We believe the finding of mucous cell hyperplasia in an odontogenic cyst may not simply be coincidental, but should raise suspicion of paraneoplastic potential and warrant further evaluation for possible occult neoplastic disease. ",0
"Evaluation of argon laser surgery in children under 13 years of age. Argon laser surgery is an effective treatment for ectasias and congenital port-wine stains; however, its use in children under the age of 13 is controversial. This paper reviews 202 children under the age of 13 who underwent argon laser treatments for congenital port-wine stains, spider angiomas, epidermal nevi, and lentigines. The clinical characteristics of port-wine stains in 170 children are discussed. Good to excellent results (moderate to complete clearing) in port-wine stains were obtained in 60 percent of patients and seemed to correlate best with lack of blanchability on pressure. Hypertrophic scarring was seen in only 7 children, all of whom had undressed wounds; no significant scarring has been seen in any subsequent child who had maintained a dressed wound postoperatively. ",4
Subcutaneous and mediastinal emphysema associated with hypersensitivity pneumonitis. We report a rare case of a patient in whom severe subcutaneous and mediastinal emphysema occurred in association with summer-type hypersensitivity pneumonitis and in whom overdistention or disruption of alveoli with obliteration of the respiratory bronchioles was revealed on open lung biopsy. This case suggests that obstructive bronchiolitis with hypersensitivity pneumonitis is an etiologic factor of mediastinal emphysema. ,4
"Endoscopic findings in Yersinia enterocolitica enterocolitis. The endoscopic findings in the colon and terminal ileum in eight cases of Yersinia enterocolitica enterocolitis infection were studied. The diagnosis was based on the isolation of Y. enterocolitica in the feces and/or elevated serum antibody titers to the organism. Total colonoscopy was performed between 7 and 38 days (mean, 24 days) after the onset of symptoms. In all patients, the terminal ileum was affected, followed by frequent involvement of the ileocecal valve and the cecum, and less frequently, the ascending colon. In the terminal ileum, round or oval elevations with or without ulcers were detected. Small ulcers were detected on the ileocecal valve and in the cecum. These findings were observed even 4 to 5 weeks after the onset of symptoms, suggesting a relatively long course for this disease. ",1
"Postinduction repression of the beta-interferon gene is mediated through two positive regulatory domains. Virus induction of the human beta-interferon (beta-IFN) gene results in an increase in the rate of beta-IFN mRNA synthesis, followed by a rapid postinduction decrease. In this paper, we show that two beta-IFN promoter elements, positive regulatory domains I and II (PRDI and PRDII), which are required for virus induction of the beta-IFN gene are also required for the postinduction turnoff. Although protein synthesis is not necessary for activation, it is necessary for repression of these promoter elements. Examination of nuclear extracts from cells infected with virus reveals the presence of virus-inducible, cycloheximide-sensitive, DNA-binding activities that interact specifically with PRDI or PRDII. We propose that the postinduction repression of beta-IFN gene transcription involves virus-inducible repressors that either bind directly to the positive regulatory elements of the beta-IFN promoter or inactivate the positive regulatory factors bound to PRDI and PRDII. ",4
"Hair transplantation (a new method for recipient site suturing): the upper dermal running stitch. Recipient hair transplant plugs may heal into place with palpable, and unfortunately, visible borders. This appearance, called ""cobblestoning,"" is reminiscent of the bumps in a cobblestone street. The author presents a new, rapid method of suturing transplanted plugs that greatly reduces cobblestoning, virtually eliminates traumatic plug loss, and facilitates row-by-row hair transplantation. Additionally, postoperative bandaging is not necessary, shower cleansing may commence within hours, and postoperative activity may be unlimited. ",4
"Pathogenetic role of Helicobacter pylori in duodenal ulcer disease. Multivariate analysis of factors affecting relapse. The pathogenesis of duodenal ulcer disease is multifactorial and the contribution of Helicobacter pylori in relation to the other factors to the release of duodenal ulcer is unknown. To investigate this, we studied 147 patients with endoscopically proven healed ulcers. These patients were randomized to receive either placebo, misoprostol 200 micrograms or misoprostol 300 micrograms four times daily, and clinical, personal, physiological and endoscopic characteristics were obtained prospectively. Endoscopy was performed at the active phase of the ulcer and when the ulcer healed. Biopsies were taken from the antrum to assess histologically for: (1) the activity of gastritis as assessed by the degree of polymorph infiltration, (2) the degree of chronic inflammation by the degree of chronic inflammatory cells infiltration and degree of mucosal degeneration, and (3) bacteriologically for the presence of H. pylori. The severity of the gastritis and the bacterial density were graded independently by two pathologists. The patients were assessed at two-month intervals for 12 months or until the ulcer relapsed. The results demonstrated that the relapse rates of duodenal ulcer were similar in the three treatment groups. The relapse rate was higher in the group with higher density of the bacteria (P less than 0.05). The degree of gastritis did not affect the relapse rate of duodenal ulcer in either the placebo or misoprostol group or in all patients combined. Stepwise logistic regression analysis identified that increased duodenal inflammation, male sex, early-onset disease, and H. pylori adversely affected relapse of the ulcer. We conclude that multiple factors affect the relapse of duodenal ulcer and H. pylori is one of them. ",4
"Gonadoblastoma in an anatomically normal man: a case report and literature review. Gonadoblastoma, a rare gonadal neoplasm, presents most frequently in phenotypic female or phenotypically male patients with dysgenetic gonads or undescended testes. To date, only 2 cases of gonadoblastoma have been reported in anatomically normal male patients with scrotal testes. Both of these patients presented with testicular masses and germ cell tumors. We report a case of a genotypically and phenotypically normal, fertile man with descended testes who on evaluation for chronic orchialgia had a gonadoblastoma unaccompanied by a germ cell neoplasm. The tumor was nonpalpable and was initially discovered on scrotal ultrasound. ",0
"Increased serotoninergic and noradrenergic activity in hepatic encephalopathy in rats with thioacetamide-induced acute liver failure. Functional changes of various neurotransmitter systems have been implicated in the pathogenesis of hepatic encephalopathy. In this study the role of brain monoaminergic neurotransmitter systems in hepatic encephalopathy was investigated in rats with thioacetamide-induced acute liver failure. Concentrations of serotonin, dopamine, noradrenaline and of their metabolites 5-hydroxyindoleacetic acid, dihydroxyphenylalanine (following inhibition of dihydroxyphenylalanine-decarboxylase), dihydroxyphenylacetic acid, homovanillic acid and 3-methoxy-4-hydroxyphenyl-glycol, were measured in the cerebral cortex, striatum and hippocampus by high performance liquid chromatography with electrochemical detection. In hepatic encephalopathy concentrations of 5-hydroxyindoleacetic acid were increased in all three brain areas (196%, 204% and 264% of saline-treated controls, p less than 0.01), and concentrations of serotonin were increased in the frontal cortex (121%, p less than 0.01). In the frontal cortex and hippocampus of encephalopathic rats dopamine levels were increased (157% and 289%, p less than 0.05), and levels of noradrenaline (53% and 46%, p less than 0.05) were decreased associated with increased 3-methoxy-4-hydroxyphenylglycol levels (173% and 206%, p less than 0.05). The extent of these changes correlated with the stage of hepatic encephalopathy. In hepatic encephalopathy dihydroxyphenylalanine accumulation was increased in the hippocampus and unchanged in the cerebral cortex. Dopamine, noradrenaline, dihydroxyphenylacetic acid and homovanillic acid concentrations were unchanged in the striatum. The results of this study indicate that hepatic encephalopathy in thioacetamide-induced acute liver failure in rats is associated with neurochemical changes, suggesting an increased activity of the noradrenergic and serotoninergic neurotransmitter systems. ",2
Postencephalitic acquired Tourette-like syndrome in a child. We report a 6-year-old girl who developed a Tourette-like syndrome following presumed herpes encephalitis. This case suggests that tics can be acquired in childhood and may be associated with lesions involving basal ganglia or limbic circuitry. ,2
"Differential regulation of human immunodeficiency viruses (HIVs): a specific regulatory element in HIV-2 responds to stimulation of the T-cell antigen receptor. The human immunodeficiency viruses (HIVs) types 1 and 2 have similar genetic organization but differ significantly in nucleic acid sequence. Although infection by either agent leads to symptoms of immunodeficiency, recent studies suggest potential differences in the time course and severity of these diseases. In this report, the transcriptional regulation and induction of these retroviruses were analyzed. We report that the regulation of HIV-2 differs from that of HIV-1: a distinct T-cell activation pathway, triggering of the CD3 component of the T-cell receptor complex, stimulates HIV-2 but not HIV-1 gene expression. The response to T-cell receptor stimulation in HIV-2 is mediated partly by an upstream regulatory element, termed CD3R, which is recognized by a sequence-specific DNA binding protein, NF-CD3R. Jurkat T leukemia cell lines containing HIV-2 provirus also showed increased viral replication after stimulation of the T-cell receptor complex, in contrast to HIV-1. These findings suggest that transcriptional regulation and induction of HIV-2 differ from HIV-1 and raise the possibility that different cofactors contribute to the activation of HIV-1- and HIV-2-associated AIDS. ",4
"Digoxin for atrial fibrillation: a drug whose time has gone? For over 200 years digitalis compounds have been used to treat atrial fibrillation. The rapid ventricular response to atrial fibrillation is frequently treated with digoxin to produce a controlled heart rate. Digoxin has also been proposed as a treatment for terminating recent-onset atrial fibrillation, for maintaining sinus rhythm after an episode of atrial fibrillation, and as prophylactic therapy in patients with paroxysmal atrial fibrillation to prevent excessive tachycardia during a paroxysm. Perhaps because it has been used for so long, few of these indications have been studied scientifically until recently. Studies now suggest that in patients with atrial fibrillation, digoxin is a poor drug for controlling heart rate during exertion, has little or no effect in terminating the arrhythmia, and may occasionally aggravate paroxysmal atrial fibrillation. Despite adequate digitalization, the heart rate at the onset of a paroxysm of fibrillation in patients receiving the drug does not differ from the heart rate in patients not receiving it. This article discusses the current role of digoxin in the management of patients with chronic, recent-onset, or paroxysmal atrial fibrillation. ",4
"Lower extremity percutaneous transluminal angioplasty: multifactorial analysis of morbidity and mortality. We analyzed the outcome of 202 percutaneous transluminal angioplasty (PTA) procedures performed between 1983 and 1989 to quantitate procedural risks and define factors associated with suboptimal results or immediate clinical failure. Premorbid factors studied included age, sex, treatment of single versus multiple lesions, stenoses versus occlusions, premorbid status of the limb (claudication vs limb threat), and most distal level of PTA. Adverse outcomes included complications (hematoma, acute occlusion, or thrombosis of PTA site, distal embolization, failure to dilate or cross, arterial dissection, rupture, and significant systemic derangement), major amputations (below knee and above knee), and deaths. There were 66 complications (32.7%), 22 amputations (10.9%), and 12 deaths (5.9%) in our series. Logistic regression analysis revealed that the major predictive variable for the occurrence of a complication (p = 0.002), and the only predictive variable for the outcomes of amputation and death (p = 0.0001 and p = 0.0139, respectively), was the premorbid clinical status of the limb. Lower extremity PTA is not an intrinsically benign procedure and is associated with a significant risk of complication, amputation, and procedure-associated death. These adverse outcomes cluster in patients with limb threat. Therefore it may be reasonable to restrict the use of PTA to patients with claudication and strictly selected cases of limb threat. ",3
"Managing geriatric arrhythmias, II: Drug selection and use [published erratum appears in Geriatrics 1991 Jun;46(6):100] Age-related impairments in antiarrhythmic drug distribution, metabolism, and excretion may result in accumulation of these potent drugs, increasing the risk of adverse drug reactions and drug interactions in the elderly. These risks are minimized by using modest initial dosage with slow dosage titration. Therapeutic drug monitoring is a method which employs antiarrhythmic concentration data and a determination of drug clearance in order to develop an optimal dosing regimen. The pharmacology, indications for use, and adverse effects of currently available antiarrhythmics are reviewed. Dosing guidelines for the geriatric population are provided. ",4
